Block,Lot,Ward,Sect,CityTax,StateTax,ResCode,AmountDue,PoliceDistrict,CouncilDistrict
967,85,24,40,$7252.79,$361.35,PRINCIPAL RESIDENCE      ,$1617.15,SOUTHERN,11
970,1,21,90,$3418.47,$170.32,NOT A PRINCIPAL RESIDENCE,$1795.89,SOUTHERN,10
20,91,15,80,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
970,2,21,90,$19751.67,$984.07,NOT A PRINCIPAL RESIDENCE,$20735.76,SOUTHERN,10
20,93,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
21,1,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
21,2,15,80,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
21,4,15,80,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
21,5,15,80,$1011.60,$50.40,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
976,3,23,60,$8791.93,$438.03,PRINCIPAL RESIDENCE      ,$1843.40,SOUTHERN,11
1506,31,8,160,$337.20,$16.80,PRINCIPAL RESIDENCE      ,$68.56,EASTERN,13
1488,23,8,160,$2207.54,$109.98,NOT A PRINCIPAL RESIDENCE,$2600.06,EASTERN,13
1536,23,8,130,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,$406.50,EASTERN,13
1553,91,8,130,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,$406.50,EASTERN,13
21,11,15,80,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
6069,155,26,260,$2452.57,$122.19,NOT A PRINCIPAL RESIDENCE,$1238.81,NORTHEASTERN,2
21,13,15,80,$337.20,$16.80,PRINCIPAL RESIDENCE      ,,WESTERN,7
21,14,15,80,$337.20,$16.80,PRINCIPAL RESIDENCE      ,,WESTERN,7
21,15,15,80,$337.20,$16.80,PRINCIPAL RESIDENCE      ,,WESTERN,7
21,16,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
21,17,15,80,$337.20,$16.80,PRINCIPAL RESIDENCE      ,,WESTERN,7
21,18,15,80,$337.20,$16.80,PRINCIPAL RESIDENCE      ,,WESTERN,7
21,21,15,80,$67.44,$3.36,PRINCIPAL RESIDENCE      ,,WESTERN,7
21,22,15,80,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
21,23,15,80,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
973,1,23,70,$8461.47,$421.57,NOT A PRINCIPAL RESIDENCE,$4445.21,SOUTHERN,11
975,16,23,70,$11574.21,$576.65,PRINCIPAL RESIDENCE      ,$5710.23,SOUTHERN,11
1506,28,8,160,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,$189.46,EASTERN,13
1758,105,1,20,$6321.38,$314.94,PRINCIPAL RESIDENCE      ,$3120.32,SOUTHEASTERN,1
21,25,15,80,$337.20,$16.80,PRINCIPAL RESIDENCE      ,,WESTERN,7
21,26,15,80,$337.20,$16.80,PRINCIPAL RESIDENCE      ,,WESTERN,7
21,27,15,80,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
118,95,20,220,$97.41,$4.85,NOT A PRINCIPAL RESIDENCE,$125.30,WESTERN,9
21,29,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
118,112,20,220,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,$37.40,WESTERN,9
21,31,15,80,$337.20,$16.80,PRINCIPAL RESIDENCE      ,,WESTERN,7
119,52,20,10,$112.40,$5.60,NOT A PRINCIPAL RESIDENCE,$142.90,WESTERN,9
21,33,15,80,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
21,35,15,80,$1011.60,$50.40,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
21,36,15,80,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
1517,34,8,110,$674.40,$33.60,PRINCIPAL RESIDENCE      ,$297.75,EASTERN,13
3196F,21,15,350,$674.40,$33.60,PRINCIPAL RESIDENCE      ,$4.65,NORTHWESTERN,6
2937,25,15,220,$3223.63,$160.61,NOT A PRINCIPAL RESIDENCE,$668.72,NORTHWESTERN,6
21,44,15,80,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
976,70,23,60,$3931.01,$195.85,PRINCIPAL RESIDENCE      ,$1791.09,SOUTHERN,11
21,46,15,80,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
21,48,15,80,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
21,50,15,80,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
976,83,23,60,$3745.91,$186.63,PRINCIPAL RESIDENCE      ,$775.82,SOUTHERN,11
976,84,23,60,$5787.09,$288.32,PRINCIPAL RESIDENCE      ,$1945.78,SOUTHERN,11
977,10,23,60,$6920.85,$344.81,PRINCIPAL RESIDENCE      ,$2497.60,SOUTHERN,11
978,14,23,120,$8222.44,$409.66,PRINCIPAL RESIDENCE      ,$4091.68,SOUTHERN,11
978,30,23,120,$8770.19,$436.95,PRINCIPAL RESIDENCE      ,$4297.87,SOUTHERN,11
978,57,23,120,$7101.43,$353.81,PRINCIPAL RESIDENCE      ,$3524.34,SOUTHERN,11
21,51,15,80,$337.20,$16.80,PRINCIPAL RESIDENCE      ,,WESTERN,7
1517,37,8,110,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,$802.02,EASTERN,13
21,53,15,80,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
21,54,15,80,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
21,55,15,80,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
119,64,20,10,$112.40,$5.60,NOT A PRINCIPAL RESIDENCE,$142.90,WESTERN,9
119,85,20,10,$562.00,$28.00,PRINCIPAL RESIDENCE      ,$601.95,WESTERN,9
21,58,15,80,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
119,88,20,10,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,$406.50,WESTERN,9
21,62,15,80,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
997,1,24,30,$5116.45,$254.91,NOT A PRINCIPAL RESIDENCE,$5478.47,SOUTHERN,11
1517,52,8,110,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,$790.98,EASTERN,13
5140B,25,27,510,$2279.47,$113.57,PRINCIPAL RESIDENCE      ,$1028.50,NORTHERN,4
21,69,15,80,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
4339,119,27,220,$734.35,$36.59,PRINCIPAL RESIDENCE      ,$115.35,,
21,71,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
21,72,15,80,$337.20,$16.80,PRINCIPAL RESIDENCE      ,,WESTERN,7
21,73,15,80,$337.20,$16.80,PRINCIPAL RESIDENCE      ,,WESTERN,7
979,16,23,120,$5847.79,$291.35,PRINCIPAL RESIDENCE      ,$2282.21,SOUTHERN,11
983,4,24,30,$4583.67,$228.37,PRINCIPAL RESIDENCE      ,$2261.22,SOUTHERN,11
992,9,23,60,$8835.38,$440.20,PRINCIPAL RESIDENCE      ,$1529.36,SOUTHERN,11
992,13,23,60,$7179.37,$357.69,PRINCIPAL RESIDENCE      ,$3604.66,SOUTHERN,11
1898,22,1,100,$4654.10,$231.88,PRINCIPAL RESIDENCE      ,$2329.78,SOUTHEASTERN,1
1898,24,1,100,$5611.01,$279.55,PRINCIPAL RESIDENCE      ,$1826.81,SOUTHEASTERN,1
1902C,90,1,60,$5749.64,$286.46,PRINCIPAL RESIDENCE      ,$2767.47,,
120,45,20,10,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,$37.40,WESTERN,9
21,78,15,80,$337.20,$16.80,PRINCIPAL RESIDENCE      ,,WESTERN,7
21,79,15,80,$337.20,$16.80,PRINCIPAL RESIDENCE      ,,WESTERN,7
120,97,20,10,$97.41,$4.85,NOT A PRINCIPAL RESIDENCE,$125.30,WESTERN,9
21,81,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
21,82,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
21,83,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
21,84,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
21,85,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
21,86,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
21,87,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
21,88,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
21,89,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
21,90,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
21,91,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
21,92,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
21,93,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
21,94,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
21,95,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
21,97,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
21,98,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
21,100,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
21,101,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
1003,28,23,80,$3986.45,$198.61,PRINCIPAL RESIDENCE      ,$4014.94,SOUTHERN,11
72,3,16,40,$1079.04,$53.76,NOT A PRINCIPAL RESIDENCE,,,
1003,12,23,80,$11159.81,$556.00,PRINCIPAL RESIDENCE      ,$5144.22,SOUTHERN,11
1003,14,23,80,$7512.07,$374.27,PRINCIPAL RESIDENCE      ,$3756.07,SOUTHERN,11
21,102,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
21,103,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
21,104,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
21,105,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
21,106,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
21,107,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
21,108,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
21,109,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
21,110,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
636,9,4,110,$641156.58,$31943.74,NOT A PRINCIPAL RESIDENCE,,CENTRAL,11
22,1,15,140,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
22,9,15,140,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
22,009B,15,140,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
22,009C,15,140,$1011.60,$50.40,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
22,009D,15,140,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
1467,49,8,190,$562.00,$28.00,PRINCIPAL RESIDENCE      ,$219.13,EASTERN,12
22,009F,15,140,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
22,009G,15,140,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
22,009H,15,140,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
22,009J,15,140,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
22,10,15,140,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
22,010A,15,140,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
1005,2,23,120,$5392.95,$268.69,PRINCIPAL RESIDENCE      ,$5439.98,SOUTHERN,11
1006,4,23,120,$6373.08,$317.52,PRINCIPAL RESIDENCE      ,$3189.03,SOUTHERN,11
1006,6,23,120,$6032.13,$300.53,PRINCIPAL RESIDENCE      ,$3026.76,SOUTHERN,11
22,11,15,140,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
1510,13,8,160,$2135.60,$106.40,PRINCIPAL RESIDENCE      ,$8.84,EASTERN,13
23,2,15,140,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
23,3,15,140,$1011.60,$50.40,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
23,4,15,140,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
23,5,15,140,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
23,6,15,140,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
23,7,15,140,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
23,8,15,140,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
23,9,15,140,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
23,10,15,140,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
23,11,15,140,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
1555,31,8,220,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$90.12,EASTERN,13
1556,5,8,220,$427.12,$21.28,NOT A PRINCIPAL RESIDENCE,$511.94,EASTERN,13
23,17,15,140,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
23,18,15,140,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
23,19,15,140,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
23,20,15,140,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
23,21,15,140,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
5387,41,27,240,$3216.89,$160.27,PRINCIPAL RESIDENCE      ,$463.07,NORTHEASTERN,3
23,24,15,140,$67.44,$3.36,PRINCIPAL RESIDENCE      ,,WESTERN,7
23,26,15,140,$472.08,$23.52,PRINCIPAL RESIDENCE      ,,WESTERN,7
23,1,15,140,$1011.60,$50.40,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
1006,22,23,120,$6393.31,$318.53,PRINCIPAL RESIDENCE      ,$3033.45,SOUTHERN,11
1007,38,24,30,$5063.24,$252.26,PRINCIPAL RESIDENCE      ,$2506.42,SOUTHERN,11
1007,44,24,30,$6803.95,$338.99,PRINCIPAL RESIDENCE      ,$3335.16,SOUTHERN,11
1569,18,8,130,$337.20,$16.80,PRINCIPAL RESIDENCE      ,$369.59,EASTERN,13
2528F,48,16,60,$2378.38,$118.50,PRINCIPAL RESIDENCE      ,$23.56,SOUTHWESTERN,8
1569,29,8,130,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$90.12,EASTERN,13
1576,72,8,230,$1661.27,$82.77,PRINCIPAL RESIDENCE      ,$1789.09,EASTERN,13
2748C,19,28,40,$2423.34,$120.74,PRINCIPAL RESIDENCE      ,$2419.03,NORTHWESTERN,6
2475C,12,16,210,$1261.13,$62.83,PRINCIPAL RESIDENCE      ,$1355.98,SOUTHWESTERN,9
23,32,15,140,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
2475E,38,16,210,$1625.30,$80.98,PRINCIPAL RESIDENCE      ,$1735.15,SOUTHWESTERN,9
2737A,7,28,30,$5527.83,$275.41,NOT A PRINCIPAL RESIDENCE,$6494.14,NORTHWESTERN,8
2728,1,15,200,$15149.27,$754.77,NOT A PRINCIPAL RESIDENCE,$5809.29,NORTHWESTERN,6
3023,25,15,40,$2403.11,$119.73,PRINCIPAL RESIDENCE      ,$192.98,SOUTHWESTERN,7
1015,38,23,110,$4623.39,$230.35,PRINCIPAL RESIDENCE      ,$4507.08,SOUTHERN,11
1015,77,23,110,$4905.14,$244.38,PRINCIPAL RESIDENCE      ,$2391.64,SOUTHERN,11
23,44,15,140,$472.08,$23.52,PRINCIPAL RESIDENCE      ,,WESTERN,7
23,56,15,140,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
23,57,15,140,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
42,46,16,20,$899.20,$44.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
42,48,16,20,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
1519,12,8,140,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,$395.46,EASTERN,13
1519,24,8,140,$562.00,$28.00,PRINCIPAL RESIDENCE      ,$597.58,EASTERN,13
1008,33,24,30,$6304.13,$314.08,PRINCIPAL RESIDENCE      ,$3119.33,SOUTHERN,11
1014,22,23,110,$5419.19,$270.00,PRINCIPAL RESIDENCE      ,$2698.94,SOUTHERN,11
1015,57,23,110,$7645.45,$380.91,PRINCIPAL RESIDENCE      ,$1703.03,SOUTHERN,11
1015,78,23,110,$4623.39,$230.35,PRINCIPAL RESIDENCE      ,$2291.28,SOUTHERN,11
0023A,1,15,140,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
0023A,2,15,140,$1011.60,$50.40,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
1520,6,8,150,$337.20,$16.80,PRINCIPAL RESIDENCE      ,$369.59,EASTERN,13
0023A,4,15,140,$1011.60,$50.40,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
0023A,5,15,140,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
0023A,6,15,140,$1011.60,$50.40,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
0023A,7,15,140,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
1658,42,7,170,$562.00,$28.00,PRINCIPAL RESIDENCE      ,$608.62,SOUTHEASTERN,13
0023A,9,15,140,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
0023A,10,15,140,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
0023A,11,15,140,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
0023A,12,15,140,$472.08,$23.52,PRINCIPAL RESIDENCE      ,,WESTERN,7
0023A,14,15,140,$1011.60,$50.40,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
0023A,16,15,140,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
0023A,17,15,140,$1011.60,$50.40,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
1521,5,8,150,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$79.08,EASTERN,13
0023A,19,15,140,$472.08,$23.52,PRINCIPAL RESIDENCE      ,,WESTERN,7
0023A,20,15,140,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
0023A,21,15,140,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
0023A,22,15,140,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
0023A,23,15,140,$472.08,$23.52,PRINCIPAL RESIDENCE      ,,WESTERN,7
0023A,24,15,140,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
0023A,49,15,140,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
0023A,50,15,140,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
1015,91,23,110,$4884.90,$243.38,PRINCIPAL RESIDENCE      ,$1370.87,SOUTHERN,11
0023A,51,15,140,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
0023A,52,15,140,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
0023A,53,15,140,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
0023A,54,15,140,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
0023A,55,15,140,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
0023A,56,15,140,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
0023A,57,15,140,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
0023A,58,15,140,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
0023A,59,15,140,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
0023A,60,15,140,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
0023A,61,15,140,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
1658,68,7,170,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,$802.02,SOUTHEASTERN,13
0023A,63,15,140,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
0023A,64,15,140,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
0023B,1,15,140,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
0023B,2,15,140,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
2167B,25,20,70,$562.00,$28.00,NOT A PRINCIPAL RESIDENCE,$670.16,SOUTHWESTERN,9
0023B,4,15,140,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
0023B,5,15,140,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
0023B,6,15,140,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
0023B,7,15,140,$1011.60,$50.40,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
1521,7,8,150,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,$395.46,EASTERN,13
1862,48,2,60,$2493.03,$124.21,NOT A PRINCIPAL RESIDENCE,$12.86,,
1016,12,24,60,$4164.80,$207.50,PRINCIPAL RESIDENCE      ,$2076.91,SOUTHERN,11
3832,34,12,150,$4801.73,$239.23,NOT A PRINCIPAL RESIDENCE,$31.22,NORTHERN,12
3975,11,9,10,$899.20,$44.80,NOT A PRINCIPAL RESIDENCE,,NORTHERN,4
0023B,13,15,140,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
0023B,15,15,140,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
4050E,7,9,20,$2627.91,$130.93,PRINCIPAL RESIDENCE      ,$210.48,NORTHERN,14
1020,27,23,90,$8621.82,$429.56,PRINCIPAL RESIDENCE      ,$1707.06,SOUTHERN,11
1020,39,23,90,$3815.60,$190.10,PRINCIPAL RESIDENCE      ,$416.15,SOUTHERN,11
1521,039F,8,150,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,$406.50,EASTERN,13
24,7,15,380,$1065.55,$53.09,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
24,8,15,380,$9203.31,$458.53,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
26,1,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
26,2,15,80,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
26,3,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
1716,9,26,140,$2760.54,$137.54,NOT A PRINCIPAL RESIDENCE,$3248.66,SOUTHEASTERN,1
26,5,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
26,6,15,80,$337.20,$16.80,PRINCIPAL RESIDENCE      ,,WESTERN,7
26,7,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
4165,79,8,20,$337.20,$16.80,PRINCIPAL RESIDENCE      ,$164.90,EASTERN,14
4178J,39,8,260,$1665.77,$82.99,PRINCIPAL RESIDENCE      ,$743.06,NORTHEASTERN,13
26,10,15,80,$67.44,$3.36,PRINCIPAL RESIDENCE      ,,WESTERN,7
1723,40,6,130,$6368.58,$317.30,PRINCIPAL RESIDENCE      ,$2981.90,SOUTHEASTERN,13
26,12,15,80,$1011.60,$50.40,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
26,13,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
26,14,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
26,16,15,80,$337.20,$16.80,PRINCIPAL RESIDENCE      ,,WESTERN,7
1020,41,23,90,$3724.94,$185.58,NOT A PRINCIPAL RESIDENCE,,SOUTHERN,11
1022,12,23,110,$4028.42,$200.70,PRINCIPAL RESIDENCE      ,$910.77,SOUTHERN,11
26,19,15,80,$1011.60,$50.40,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
4552,50,27,210,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,$9.68,NORTHWESTERN,5
26,21,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
26,22,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
26,23,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
26,24,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
26,25,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
26,26,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
26,27,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
26,28,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
26,29,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
26,30,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
1733A,18,26,140,$2789.77,$138.99,NOT A PRINCIPAL RESIDENCE,$3282.94,SOUTHEASTERN,1
26,32,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
26,33,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
47,46,16,230,$674.40,$33.60,PRINCIPAL RESIDENCE      ,,WESTERN,9
47,47,16,230,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
47,48,16,230,$674.40,$33.60,PRINCIPAL RESIDENCE      ,,WESTERN,9
47,49,16,230,$674.40,$33.60,PRINCIPAL RESIDENCE      ,,WESTERN,9
47,50,16,230,$674.40,$33.60,PRINCIPAL RESIDENCE      ,,WESTERN,9
47,51,16,230,$674.40,$33.60,PRINCIPAL RESIDENCE      ,,WESTERN,9
47,52,16,230,$674.40,$33.60,PRINCIPAL RESIDENCE      ,,WESTERN,9
47,54,16,230,$674.40,$33.60,PRINCIPAL RESIDENCE      ,,WESTERN,9
47,55,16,230,$674.40,$33.60,PRINCIPAL RESIDENCE      ,,WESTERN,9
1023,35,23,110,$5595.27,$278.77,PRINCIPAL RESIDENCE      ,$2774.51,SOUTHERN,11
1023,58,23,110,$6617.37,$329.69,PRINCIPAL RESIDENCE      ,$1785.87,SOUTHERN,11
26,34,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
26,35,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
26,36,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
26,37,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
26,38,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
26,39,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
26,40,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
26,41,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
26,42,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
26,43,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
26,44,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
26,45,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
26,46,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
26,47,15,80,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
